0,1
1,0
2,1
3,1
4,0
5,1
6,1
7,0
8,1
9,1
10,0
11,1
12,0
13,0
14,1
15,0
16,0
17,1
18,0
19,1
20,1
21,0
22,1
23,0
24,0
25,1
26,1
27,0
28,1
29,0
30,0
31,1
32,0
33,1
34,1
35,0
36,0
37,1
38,1
39,0
40,1
41,1
42,1
43,1
44,0
45,0
46,0
47,0
48,1
49,1
50,1
51,1
52,0
53,0
54,1
55,1
56,0
57,0
58,0
59,0
60,1
61,1
62,0
63,1
64,0
65,0
66,1
67,0
68,1
69,0
70,0
71,1
72,1
73,0
74,1
75,0
76,0
77,1
78,1
79,0
80,1
81,0
82,0
83,1
84,0
85,1
86,0
87,1
88,0
89,1
90,1
91,0
92,0
93,1
94,0
95,1
96,0
97,1
98,0
99,1
100,1
101,0
102,1
103,1
104,1
105,0
106,1
107,0
108,1
109,0
110,0
111,1
112,0
113,1
114,1
115,0
116,1
117,0
118,1
119,0
120,0
121,1
122,1
123,0
124,0
125,1
126,1
127,0
128,0
129,1
130,0
131,1
132,1
133,0
134,1
135,0
136,1
137,0
138,1
139,0
140,1
141,0
142,1
143,0
144,0
145,0
146,0
147,1
148,0
149,1
150,0
151,1
152,1
153,0
154,1
155,1
156,0
157,1
158,1
159,0
160,0
161,0
162,1
163,0
164,0
165,1
166,0
167,1
168,1
169,0
170,1
171,0
172,0
173,1
174,0
175,1
176,1
177,0
178,1
179,0
180,1
181,0
182,1
183,0
184,0
185,1
186,0
187,1
188,0
189,1
190,1
191,0
192,1
193,0
194,1
195,0
196,0
197,1
198,1
199,0
200,1
201,0
202,1
203,0
204,1
205,0
206,1
207,0
208,1
209,0
210,1
211,0
212,0
213,1
214,1
215,0
216,0
217,1
218,1
219,0
220,0
221,0
222,1
223,0
224,1
225,0
226,1
227,0
228,0
229,1
230,1
231,0
232,1
233,0
234,0
235,0
236,0
237,1
238,1
239,0
240,1
241,0
242,1
243,1
244,0
245,1
246,1
247,1
248,1
249,0
250,0
251,1
252,0
253,0
254,0
255,1
256,0
257,1
258,0
259,1
260,0
261,0
262,1
263,0
264,0
265,1
266,0
267,1
268,0
269,0
270,1
271,0
272,1
273,0
274,1
275,0
276,1
277,0
278,1
279,0
280,1
281,1
282,0
283,0
284,1
285,0
286,0
287,0
288,1
289,0
290,1
291,0
292,0
293,1
294,0
295,0
296,1
297,1
298,0
299,1
300,1
301,1
302,1
303,1
304,1
305,1
306,0
307,1
308,1
309,0
310,0
311,0
312,1
313,1
314,1
315,0
316,0
317,1
318,0
319,1
320,0
321,0
322,0
323,0
324,0
325,0
326,1
327,1
328,0
329,0
330,0
331,0
332,0
333,0
334,1
335,0
336,0
337,0
338,1
339,1
340,1
341,0
342,0
343,1
344,0
345,0
346,0
347,0
348,1
349,0
350,0
351,1
352,0
353,1
354,0
355,1
356,1
357,0
358,0
359,0
360,1
361,1
362,1
363,0
364,1
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,1
374,0
375,0
376,1
377,0
378,0
379,1
380,1
381,0
382,0
383,1
384,1
385,0
386,1
387,0
388,1
389,0
390,0
391,1
392,0
393,1
394,1
395,0
396,0
397,1
398,1
399,1
400,0
401,0
402,1
403,0
404,1
405,0
406,0
407,1
408,0
409,1
410,1
411,1
412,0
413,1
414,1
415,0
416,1
417,0
418,0
419,1
420,1
421,1
422,0
423,1
424,1
425,0
426,1
427,0
428,1
429,0
430,1
431,0
432,1
433,0
434,1
435,1
436,1
437,0
438,0
439,1
440,1
441,0
442,1
443,0
444,1
445,1
446,0
447,1
448,1
449,0
450,1
451,0
452,0
453,1
454,1
455,0
456,0
457,1
458,1
459,0
460,1
461,0
462,0
463,1
464,1
465,0
466,1
467,0
468,1
469,0
470,1
471,0
472,0
473,1
474,0
475,1
476,0
477,1
478,0
479,0
480,0
481,0
482,1
483,1
484,1
485,0
486,1
487,1
488,1
489,0
490,0
491,1
492,1
493,0
494,0
495,0
496,1
497,0
498,0
499,1
500,1
501,0
502,1
503,0
504,0
505,1
506,1
507,0
508,1
509,0
510,0
511,1
512,1
513,0
514,1
515,0
516,0
517,1
518,0
519,0
520,0
521,0
522,1
523,1
524,1
525,1
526,1
527,0
528,1
529,0
530,1
531,0
532,0
533,1
534,1
535,0
536,0
537,1
538,1
539,1
540,0
541,1
542,0
543,1
544,1
545,0
546,1
547,1
548,0
549,1
550,0
551,1
552,0
553,0
554,1
555,1
556,0
557,1
558,0
559,1
560,1
561,0
562,1
563,0
564,1
565,0
566,1
567,0
568,1
569,0
570,1
571,0
572,0
573,1
574,0
575,0
576,0
577,1
578,1
579,0
580,0
581,1
582,1
583,0
584,1
585,0
586,1
587,0
588,0
589,1
590,0
591,1
592,1
593,0
594,1
595,0
596,0
597,1
598,1
599,0
600,1
601,0
602,0
603,1
604,0
605,1
606,1
607,0
608,1
609,1
610,0
611,1
612,1
613,1
614,0
615,1
616,0
617,1
618,0
619,1
620,1
621,1
622,0
623,1
624,1
625,1
626,0
627,1
628,1
629,1
630,0
631,0
632,0
633,0
634,0
635,1
636,0
637,1
638,1
639,1
640,0
641,1
642,1
643,0
644,1
645,0
646,1
647,0
648,0
649,1
650,0
651,1
652,1
653,0
654,1
655,0
656,0
657,1
658,0
659,1
660,0
661,1
662,1
663,0
664,0
665,1
666,1
667,0
668,1
669,0
670,0
671,1
672,1
673,0
674,0
675,1
676,0
677,1
678,0
679,1
680,1
681,0
682,1
683,0
684,1
685,0
686,0
687,1
688,0
689,1
690,0
691,1
692,0
693,1
694,0
695,1
696,1
697,0
698,1
699,0
700,1
701,0
702,1
703,0
704,1
705,0
706,0
707,1
708,0
709,0
710,0
711,0
712,1
713,0
714,0
715,1
716,0
717,1
718,1
719,0
720,0
721,0
722,1
723,1
724,0
725,0
726,1
727,1
728,0
729,1
